,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
873,36,0,917,1,6,4,1,1,1221,3,1,60,1,1,2,3,2,2741,6865,1,0,1,14,3,3,80,1,7,4,3,7,7,1,7
329,47,0,1482,1,5,5,1,1,447,4,1,42,3,5,4,3,1,18300,16375,4,0,1,11,3,2,80,1,21,2,3,3,2,1,1
1422,35,0,1490,1,11,4,5,1,2003,4,1,43,3,1,2,3,1,2660,20232,7,0,0,11,3,3,80,1,5,3,3,2,2,2,2
658,44,0,661,1,9,2,1,1,913,2,1,61,3,1,7,1,1,2559,7508,1,0,0,13,3,4,80,0,8,0,3,8,7,7,1
1244,30,1,1312,1,2,4,2,1,1745,4,0,78,2,1,7,1,0,4968,26427,0,0,1,16,3,4,80,0,10,2,3,9,7,0,7
389,37,0,1305,1,10,4,1,1,518,3,1,49,3,2,1,2,0,4197,21123,2,0,0,12,3,4,80,0,18,2,2,1,0,0,1
116,34,0,1354,1,5,3,5,1,153,3,0,45,2,3,8,1,0,11631,5615,2,0,1,12,3,4,80,0,14,6,3,11,10,5,8
492,48,0,1236,1,1,4,1,1,664,4,0,40,2,4,8,1,1,15402,17997,7,0,1,11,3,1,80,1,21,3,1,3,2,0,2
884,40,0,107,2,10,3,2,1,1239,2,0,84,2,2,3,2,2,6852,11591,7,0,1,12,3,2,80,1,7,2,4,5,1,1,3
1338,30,0,945,2,9,3,5,1,1876,2,1,89,3,1,6,4,0,1081,16019,1,0,1,13,3,3,80,0,1,3,2,1,0,0,0
1000,52,0,258,1,8,4,3,1,1409,3,0,54,3,1,2,1,1,2950,17363,9,0,1,13,3,3,80,0,12,2,1,5,4,0,4
645,29,0,341,2,1,3,5,1,896,2,0,48,2,1,6,3,2,2800,23522,6,0,0,19,3,3,80,3,5,3,3,3,2,0,2
854,45,0,1457,1,7,3,5,1,1195,1,0,83,3,1,7,3,1,4477,20100,4,0,0,19,3,3,80,1,7,2,2,3,2,0,2
781,26,0,192,1,1,2,5,1,1083,1,1,59,2,1,2,1,1,3955,11141,1,0,1,16,3,1,80,2,6,2,3,5,3,1,3
1387,29,0,136,1,1,3,1,1,1954,1,1,89,3,2,0,1,1,5373,6225,0,0,1,12,3,1,80,1,6,5,2,5,3,0,2
1231,46,0,717,1,13,4,1,1,1727,3,1,34,3,2,0,2,0,5562,9697,6,0,1,14,3,4,80,0,19,3,3,10,7,0,9
635,35,0,607,1,9,3,1,1,880,4,0,66,2,3,1,3,1,10685,23457,1,0,0,20,4,2,80,1,17,2,3,17,14,5,15
558,32,1,430,1,24,4,1,1,772,1,1,80,3,2,2,4,1,5309,21146,1,0,1,15,3,4,80,2,10,2,3,10,8,4,7
431,54,0,548,1,8,4,1,1,578,3,0,42,3,2,2,3,0,3780,23428,7,0,1,11,3,3,80,0,19,3,3,1,0,0,0
434,31,0,1274,1,9,1,1,1,581,3,1,33,3,3,1,2,2,10648,14394,1,0,1,25,4,4,80,1,13,6,4,13,8,0,8
1003,25,0,949,1,1,3,2,1,1415,1,1,81,3,1,2,4,1,3229,4910,4,0,1,11,3,2,80,1,7,2,2,3,2,0,2
1184,54,0,584,1,22,5,5,1,1665,2,0,91,3,4,8,3,1,17426,18685,3,0,1,25,4,3,80,1,36,6,3,10,8,4,7
198,38,0,1261,1,2,4,1,1,271,4,1,88,3,2,1,3,1,6553,7259,9,0,1,14,3,2,80,0,14,3,3,1,0,0,0
1274,31,0,196,2,29,4,4,1,1784,1,0,91,2,2,3,4,1,5468,13402,1,0,1,14,3,1,80,2,13,3,3,12,7,5,7
595,58,0,286,1,2,4,1,1,825,4,1,31,3,5,4,2,0,19246,25761,7,0,0,12,3,4,80,0,40,2,3,31,15,13,8
880,32,1,116,1,13,3,3,1,1234,3,0,77,2,1,2,2,1,2743,7331,1,0,1,20,4,3,80,1,2,2,3,2,2,2,2
124,31,0,249,2,6,4,1,1,163,2,1,76,1,2,3,3,1,6172,20739,4,0,0,18,3,2,80,0,12,3,2,7,7,7,7
585,23,0,1243,1,6,3,1,1,811,3,1,63,4,1,2,1,1,1601,3445,1,0,0,21,4,3,80,2,1,2,3,0,0,0,0
484,31,0,525,2,6,4,5,1,653,1,1,66,4,2,3,4,2,5460,6219,4,0,1,22,4,4,80,2,13,4,4,7,7,5,7
1240,39,2,792,1,1,3,1,1,1737,4,1,77,3,2,2,4,1,6472,8989,1,0,0,15,3,4,80,1,9,2,3,9,8,5,8
306,32,0,906,2,7,3,1,1,420,4,1,91,2,2,3,3,1,5484,16985,1,0,1,14,3,3,80,1,13,3,2,13,8,4,8
339,27,0,1130,2,8,4,4,1,458,2,0,56,3,2,3,2,1,6214,3415,1,0,1,18,3,1,80,1,8,3,3,8,7,0,7
326,39,1,672,1,7,2,5,1,444,3,1,54,2,5,8,4,1,19272,21141,1,0,1,15,3,1,80,1,21,2,3,21,9,13,3
1224,26,0,390,1,17,4,5,1,1718,4,1,62,1,1,2,3,1,2305,6217,1,0,1,15,3,3,80,3,3,3,4,3,2,0,2
1248,27,0,1054,1,8,3,5,1,1751,3,0,67,3,1,7,4,0,3445,6152,1,0,1,11,3,3,80,0,6,5,2,6,2,1,4
207,36,1,635,1,18,1,5,1,286,2,0,73,3,1,2,4,0,2153,7703,1,0,1,13,3,1,80,0,8,2,3,8,1,1,7
1198,33,2,530,2,16,3,1,1,1681,3,0,36,3,2,3,4,2,5368,16130,1,0,0,25,4,3,80,1,7,2,3,6,5,1,2
783,41,0,509,1,7,2,2,1,1085,2,0,43,4,1,7,3,1,3376,18863,1,0,1,13,3,3,80,0,10,3,3,10,6,0,8
1313,29,0,350,0,13,3,0,1,1844,1,1,56,2,1,5,1,2,2335,3157,4,0,0,15,3,4,80,3,4,3,3,2,2,2,0
615,27,2,443,1,3,3,5,1,850,4,1,50,3,1,7,4,1,1706,16571,1,0,1,11,3,3,80,3,0,6,2,0,0,0,0
569,36,2,1434,2,8,4,1,1,789,1,1,76,2,3,3,1,0,7587,14229,1,0,1,15,3,2,80,0,10,1,3,10,7,0,9
99,44,2,489,1,23,3,5,1,132,2,1,67,3,2,2,2,1,2042,25043,4,0,1,12,3,3,80,1,17,3,4,3,2,1,2
533,40,1,580,2,5,4,1,1,729,4,1,48,2,3,3,1,1,10475,23772,5,0,0,21,4,3,80,1,20,2,3,18,13,1,12
439,31,1,534,1,20,3,1,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,1,12,3,1,80,0,12,2,3,1,0,0,0
1144,31,1,715,2,2,4,3,1,1613,4,1,54,3,2,3,1,0,5332,21602,7,0,1,13,3,4,80,0,10,3,3,5,2,0,3
837,40,1,593,1,9,4,5,1,1166,2,0,88,3,3,4,3,0,13499,13782,9,0,1,17,3,3,80,0,20,3,2,18,7,2,13
1159,39,1,711,1,4,3,5,1,1633,1,0,81,3,2,1,3,0,5042,3140,0,0,1,13,3,4,80,0,10,2,1,9,2,3,8
167,30,0,1339,2,5,3,1,1,228,2,0,41,3,3,3,4,1,9419,8053,2,0,1,12,3,3,80,1,12,2,3,10,9,7,4
293,26,0,950,2,4,4,4,1,401,4,1,48,2,2,3,4,0,5828,8450,1,0,0,12,3,2,80,0,8,0,3,8,7,7,4
131,50,1,809,2,12,3,4,1,174,3,0,77,3,3,3,4,0,9208,6645,4,0,1,11,3,4,80,0,16,3,3,2,2,2,1
18,53,0,1219,2,2,4,1,1,23,1,0,78,2,4,8,4,1,15427,22021,2,0,1,16,3,3,80,0,31,3,3,25,8,3,7
587,52,0,1325,1,11,4,1,1,813,4,0,82,3,2,2,3,1,3149,21821,8,0,1,20,4,2,80,1,9,3,3,5,2,1,4
904,48,0,715,1,1,3,1,1,1263,4,1,76,2,5,4,4,0,18265,8733,6,0,1,12,3,3,80,0,25,3,4,1,0,0,0
481,34,0,254,1,1,2,1,1,649,2,1,83,2,1,7,4,1,3622,22794,1,0,0,13,3,4,80,1,6,3,3,6,5,1,3
181,34,0,629,1,27,2,5,1,247,4,0,95,3,1,7,2,0,2311,5711,2,0,1,15,3,4,80,0,9,3,3,3,2,1,2
1303,47,0,1001,1,4,3,1,1,1827,3,0,92,2,3,1,2,2,10333,19271,8,0,0,12,3,3,80,1,28,4,3,22,11,14,10
1369,28,0,1475,2,13,2,4,1,1933,4,0,84,3,2,3,3,0,9854,23352,3,0,0,11,3,4,80,0,6,0,3,2,0,2,2
313,33,1,553,1,5,4,1,1,428,4,0,74,3,3,8,2,1,11878,23364,6,0,1,11,3,2,80,2,12,2,3,10,6,8,8
171,19,1,602,2,1,1,2,1,235,3,0,100,1,1,6,1,0,2325,20989,0,0,1,21,4,1,80,0,1,5,4,0,0,0,0
497,44,0,1315,1,3,4,3,1,671,4,1,35,3,5,8,4,1,19513,9358,4,0,0,12,3,1,80,1,26,2,4,2,2,0,1
1431,32,0,801,2,1,4,4,1,2016,3,0,48,3,3,3,4,1,10422,24032,1,0,1,19,3,3,80,2,14,3,3,14,10,5,7
795,37,0,309,2,10,4,1,1,1105,4,0,88,2,2,3,4,2,6694,24223,2,0,0,14,3,3,80,3,8,5,3,1,0,0,0
1402,31,0,1276,1,2,1,5,1,1974,4,0,59,1,1,2,4,2,1129,17536,1,0,0,11,3,3,80,3,1,4,3,1,0,0,0
843,26,0,1384,1,3,4,5,1,1177,1,1,82,4,1,2,4,1,4420,13421,1,0,1,22,4,2,80,1,8,2,3,8,7,0,7
177,19,0,303,1,2,3,1,1,243,2,1,47,2,1,2,4,0,1102,9241,1,0,1,22,4,3,80,0,1,3,2,1,0,1,0
894,54,0,685,1,3,3,1,1,1250,4,1,85,3,4,4,4,1,17779,23474,3,0,1,14,3,1,80,0,36,2,3,10,9,0,9
747,38,0,1035,2,3,4,1,1,1036,2,1,42,3,2,3,4,0,6861,4981,8,0,0,12,3,3,80,0,19,1,3,1,0,0,0
1121,36,0,884,2,1,4,1,1,1585,2,0,73,3,2,3,3,0,6815,21447,6,0,1,13,3,1,80,0,15,5,3,1,0,0,0
506,37,0,482,1,3,3,3,1,689,3,1,36,3,3,1,3,1,9434,9606,1,0,1,15,3,3,80,1,10,2,3,10,7,7,8
648,37,1,1231,2,21,2,5,1,900,3,0,54,3,1,6,4,1,2973,21222,5,0,1,15,3,2,80,1,10,3,3,5,4,0,0
676,35,0,1137,1,21,1,1,1,942,4,0,51,3,2,0,4,1,4014,19170,1,0,0,25,4,4,80,1,10,2,1,10,6,0,7
186,40,0,989,1,4,1,5,1,253,4,0,46,3,5,8,3,1,19033,6499,1,0,1,14,3,2,80,1,21,2,3,20,8,9,9
570,52,2,715,1,19,4,5,1,791,4,1,41,3,1,7,4,1,4258,26589,0,0,1,18,3,1,80,1,5,3,3,4,3,1,2
79,46,0,945,0,5,2,5,1,103,2,1,80,3,2,5,2,2,5021,10425,8,0,0,22,4,4,80,1,16,2,3,4,2,0,2
775,43,0,415,2,25,3,5,1,1076,3,1,79,2,3,3,4,2,10798,5268,5,0,1,13,3,3,80,1,18,5,3,1,0,0,0
1421,47,2,1162,1,1,1,5,1,2000,3,0,98,3,3,4,2,1,11957,17231,0,0,1,18,3,1,80,2,14,3,1,13,8,5,12
147,41,1,857,1,10,3,1,1,199,4,1,91,2,4,8,1,2,17181,12888,4,0,1,13,3,2,80,1,21,2,2,7,6,7,7
927,36,0,429,1,2,4,1,1,1294,3,0,53,3,2,1,2,0,5410,2323,9,0,0,11,3,4,80,0,18,2,3,16,14,5,12
1035,31,0,1398,0,8,2,5,1,1461,4,0,96,4,1,5,2,0,2109,24609,9,0,1,18,3,4,80,0,8,3,3,3,2,0,2
816,39,2,439,1,9,3,1,1,1132,3,1,70,3,2,2,2,0,6782,8770,9,0,1,15,3,3,80,0,9,2,2,5,4,0,3
618,25,0,180,1,2,1,5,1,854,1,1,65,4,1,7,1,0,3424,21632,7,0,1,13,3,3,80,0,6,3,2,4,3,0,1
733,26,0,1066,1,2,2,5,1,1018,4,1,32,4,2,1,4,1,5472,3334,1,0,1,12,3,2,80,0,8,2,3,8,7,1,3
913,45,0,1449,2,2,3,4,1,1277,1,0,94,1,5,8,2,0,18824,2493,2,0,0,16,3,1,80,0,26,2,3,24,10,1,11
991,32,0,499,2,2,1,4,1,1396,3,1,36,3,2,3,2,1,4078,20497,0,0,0,13,3,1,80,3,4,3,2,3,2,1,2
863,33,0,147,0,2,3,0,1,1207,2,1,99,3,1,5,3,1,3600,8429,1,0,1,13,3,4,80,1,5,2,3,5,4,1,4
543,44,2,381,1,24,3,5,1,744,1,1,49,1,1,2,3,0,3708,2104,2,0,1,14,3,3,80,0,9,5,3,5,2,1,4
127,19,0,528,2,22,1,4,1,167,4,1,50,3,1,6,3,0,1675,26820,1,0,0,19,3,4,80,0,0,2,2,0,0,0,0
742,50,0,804,1,9,3,1,1,1030,1,1,64,3,1,2,4,1,2380,20165,4,0,1,18,3,2,80,0,8,5,3,1,0,0,0
91,51,0,632,2,21,4,4,1,120,3,1,71,3,2,3,4,0,5441,8423,0,0,0,22,4,4,80,0,11,2,1,10,7,1,0
748,26,2,265,2,29,2,5,1,1037,2,1,79,1,2,3,1,0,4969,21813,8,0,1,18,3,4,80,0,7,6,3,2,2,2,2
1348,40,0,1137,1,1,4,1,1,1892,1,1,98,3,4,8,1,2,16823,18991,2,0,1,11,3,1,80,1,22,3,3,19,7,11,16
1355,36,0,335,2,17,2,4,1,1908,3,1,33,2,2,3,2,1,5507,16822,2,0,1,16,3,3,80,2,12,1,1,4,2,1,3
1449,32,0,529,1,2,3,2,1,2038,4,1,78,3,1,7,1,0,2439,11288,1,0,1,14,3,4,80,0,4,4,3,4,2,1,2
113,24,0,1127,1,18,1,1,1,150,2,1,52,3,1,2,3,1,2774,13257,0,0,1,12,3,3,80,1,6,2,3,5,3,1,2
1302,35,0,185,1,23,4,5,1,1826,2,1,91,1,1,2,3,1,2705,9696,0,0,1,16,3,2,80,1,6,2,4,5,4,0,3
728,54,0,1441,1,17,3,2,1,1013,3,0,56,3,3,1,3,1,10739,13943,8,0,1,11,3,3,80,1,22,2,3,10,7,0,8
826,38,0,433,0,1,3,0,1,1152,3,1,37,4,1,5,3,1,2844,6004,1,0,1,13,3,4,80,1,7,2,4,7,6,5,0
286,44,1,920,1,24,3,1,1,392,4,1,43,3,1,2,3,2,3161,19920,3,0,0,22,4,4,80,1,19,0,1,1,0,0,0
337,29,0,738,1,9,5,3,1,455,2,1,30,2,1,2,4,0,3983,7621,0,0,1,17,3,3,80,0,4,2,3,3,2,2,2
815,21,0,984,1,1,1,2,1,1131,4,0,70,2,1,7,2,0,2070,25326,1,0,0,11,3,3,80,0,2,6,4,2,2,2,2
195,37,0,290,1,21,3,1,1,267,2,1,65,4,1,7,1,1,3564,22977,1,0,0,12,3,1,80,1,8,3,2,8,7,1,7
75,31,0,746,1,8,4,1,1,98,3,0,61,3,2,1,4,0,4424,20682,1,0,1,23,4,4,80,0,11,2,3,11,7,1,8
1325,42,0,1142,1,8,3,1,1,1860,4,1,81,3,1,2,3,0,3968,13624,4,0,1,13,3,4,80,0,8,3,3,0,0,0,0
469,32,2,1474,2,11,4,3,1,631,4,1,60,4,2,3,3,1,4707,23914,8,0,1,12,3,4,80,0,6,2,3,4,2,1,2
314,39,0,117,1,10,1,5,1,429,3,1,99,3,4,8,1,1,17068,5355,1,0,0,14,3,4,80,0,21,3,3,21,9,11,10
819,28,0,1451,1,2,1,1,1,1136,1,1,67,2,1,7,2,1,3201,19911,0,0,1,17,3,1,80,0,6,2,1,5,3,0,4
680,36,0,188,1,7,4,3,1,949,2,1,65,3,1,7,4,0,4678,23293,2,0,1,18,3,3,80,0,8,6,3,6,2,0,1
176,33,0,134,1,2,3,1,1,242,3,1,90,3,1,7,4,0,2500,10515,0,0,1,14,3,1,80,0,4,2,4,3,1,0,2
712,33,0,461,1,13,1,1,1,995,2,0,53,3,1,7,4,0,3452,17241,3,0,1,18,3,1,80,0,5,4,3,3,2,0,2
655,33,0,1075,0,3,2,0,1,910,4,1,57,3,1,5,2,2,2277,22650,3,0,0,11,3,3,80,1,7,4,4,4,3,0,3
1011,36,0,1174,2,3,4,4,1,1425,1,0,99,3,2,3,2,0,9278,20763,3,0,0,16,3,4,80,0,15,3,3,5,4,0,1
831,31,1,874,1,15,3,5,1,1160,3,1,72,3,1,2,3,1,2610,6233,1,0,1,12,3,3,80,1,2,5,2,2,2,2,2
448,40,0,302,1,6,3,1,1,601,2,0,75,3,4,1,3,0,13237,20364,7,0,1,15,3,3,80,0,22,3,3,20,6,5,13
817,36,2,217,1,18,4,1,1,1133,1,1,78,3,2,1,4,0,7779,23238,2,0,1,20,4,1,80,0,18,0,3,11,9,0,9
371,29,0,1283,1,23,3,1,1,495,4,1,54,3,1,7,4,0,2201,18168,9,0,1,16,3,4,80,0,6,4,3,3,2,1,2
1169,27,0,486,1,8,3,5,1,1647,2,0,86,4,1,7,3,1,3517,22490,7,0,1,17,3,1,80,0,5,0,3,3,2,0,2
132,31,0,542,2,20,3,1,1,175,2,0,71,1,2,3,3,1,4559,24788,3,0,0,11,3,3,80,1,4,2,3,2,2,2,2
736,48,0,1355,1,4,4,1,1,1024,3,1,78,2,3,0,3,0,10999,22245,7,0,1,14,3,2,80,0,27,3,3,15,11,4,8
1418,38,1,508,1,6,4,1,1,1997,1,1,72,2,2,1,3,1,5321,14284,2,0,1,11,3,4,80,1,10,1,3,8,3,7,7
227,29,1,1413,2,1,1,5,1,312,2,0,42,3,3,3,4,1,7918,6599,1,0,1,14,3,4,80,1,11,5,3,11,10,4,1
190,52,0,699,1,1,4,1,1,259,3,1,65,2,5,8,3,1,19999,5678,0,0,1,14,3,1,80,1,34,5,3,33,18,11,9
180,31,0,140,1,12,1,5,1,246,3,0,95,3,1,7,4,1,3929,6984,8,0,0,23,4,3,80,1,7,0,3,4,2,0,2
471,38,0,1495,1,10,3,5,1,634,3,0,76,3,2,0,3,1,9824,22174,3,0,1,19,3,3,80,1,18,4,3,1,0,0,0
412,46,0,1485,1,18,3,5,1,550,3,0,87,3,2,1,3,2,4810,26314,2,0,1,14,3,3,80,1,19,5,2,10,7,0,8
504,45,1,306,2,26,4,1,1,684,1,0,100,3,2,3,1,1,4286,5630,2,0,1,14,3,4,80,2,5,4,3,1,1,0,0
1319,32,1,1318,2,10,4,4,1,1853,4,1,79,3,2,3,4,0,4648,26075,8,0,1,13,3,3,80,0,4,2,4,0,0,0,0
165,50,0,1452,1,11,3,1,1,226,3,0,53,3,5,8,2,0,19926,17053,3,0,1,15,3,2,80,0,21,5,3,5,4,4,4
704,35,0,882,2,3,4,1,1,984,4,1,92,3,3,3,4,2,7823,6812,6,0,1,13,3,2,80,1,12,2,3,10,9,0,8
1401,55,0,189,0,26,4,0,1,1973,3,1,71,4,5,8,2,1,19636,25811,4,0,0,18,3,1,80,1,35,0,3,10,9,1,4
70,59,1,1225,2,1,1,1,1,91,1,0,57,2,2,3,3,0,5473,24668,7,0,1,11,3,4,80,0,20,2,2,4,3,1,3
444,48,0,163,2,2,5,4,1,595,2,0,37,3,2,3,4,1,4051,19658,2,0,1,14,3,1,80,1,14,2,3,9,7,6,7
1427,40,0,543,1,1,4,1,1,2012,1,1,83,3,1,2,4,1,2406,4060,8,0,1,19,3,3,80,2,8,3,2,1,0,0,0
510,54,0,397,0,19,4,5,1,698,3,1,88,3,3,5,2,1,10725,6729,2,0,1,15,3,3,80,1,16,1,4,9,7,7,1
424,57,0,210,2,29,3,4,1,568,1,1,56,2,4,8,4,2,14118,22102,3,0,1,12,3,3,80,1,32,3,2,1,0,0,0
1411,25,0,309,0,2,3,0,1,1987,3,0,82,3,1,5,2,1,2187,19655,4,0,1,14,3,3,80,0,6,3,3,2,0,1,2
1029,40,2,663,1,9,4,3,1,1449,3,1,81,3,2,2,3,2,3975,23099,3,0,1,11,3,3,80,2,11,2,4,8,7,0,7
650,43,1,422,1,1,3,1,1,902,4,0,33,3,2,0,4,1,5562,21782,4,0,1,13,3,2,80,1,12,2,2,5,2,2,2
1254,49,0,1313,2,11,4,4,1,1757,4,0,80,3,2,3,4,0,4507,8191,3,0,1,12,3,3,80,0,8,1,4,5,1,0,4
1178,20,0,1141,2,2,3,5,1,1657,3,0,31,3,1,6,3,0,2783,13251,1,0,1,19,3,1,80,0,2,3,3,2,2,2,2
1036,31,1,523,1,2,3,1,1,1464,2,1,94,3,1,2,4,1,3722,21081,6,0,0,13,3,3,80,1,7,2,1,2,2,2,2
1380,35,0,682,2,18,4,5,1,1945,2,1,71,3,2,3,1,1,5561,15975,0,0,1,16,3,4,80,1,6,2,1,5,3,0,4
1102,36,0,1157,2,2,4,1,1,1556,3,1,70,3,1,6,4,0,2644,17001,3,0,0,21,4,4,80,0,7,3,2,3,2,1,2
891,44,0,1117,1,2,1,1,1,1246,1,0,72,4,1,7,4,1,2011,19982,1,0,1,13,3,4,80,1,10,5,3,10,5,7,7
804,48,2,1262,1,1,4,5,1,1116,1,1,35,4,4,8,4,0,16885,16154,2,0,1,22,4,3,80,0,27,3,2,5,4,2,1
1129,42,0,1059,1,9,2,3,1,1595,4,1,93,2,5,8,4,0,19613,26362,8,0,1,22,4,4,80,0,24,2,3,1,0,0,1
625,45,0,930,2,9,3,4,1,864,4,1,74,3,3,3,1,2,10761,19239,4,0,0,12,3,3,80,1,18,2,3,5,4,0,2
1192,49,0,464,1,16,3,5,1,1674,4,0,74,3,1,2,1,2,2587,24941,4,0,0,16,3,2,80,1,17,2,2,2,2,2,2
451,42,0,319,1,24,3,5,1,605,4,1,56,3,3,1,1,1,7406,6950,1,0,0,21,4,4,80,1,10,5,2,10,9,5,8
954,42,2,495,1,2,1,1,1,1334,3,1,37,3,4,8,3,1,17861,26582,0,0,0,13,3,4,80,0,21,3,2,20,8,2,10
1357,42,0,1396,1,6,3,5,1,1911,3,1,83,3,3,4,1,1,13348,14842,9,0,1,13,3,2,80,1,18,3,4,13,7,5,7
1026,32,0,601,2,7,5,4,1,1446,4,1,97,3,2,3,4,1,9204,23343,4,0,1,12,3,3,80,1,7,3,2,4,3,0,3
590,33,0,213,1,7,3,5,1,817,3,1,49,3,3,4,3,1,11691,25995,0,0,1,11,3,4,80,0,14,3,4,13,9,3,7
914,55,2,177,1,8,1,5,1,1278,4,1,37,2,4,0,2,2,13577,25592,1,0,0,15,3,4,80,1,34,3,3,33,9,15,0
651,47,0,249,2,2,2,4,1,903,3,0,35,3,2,3,4,1,4537,17783,0,0,0,22,4,1,80,1,8,2,3,7,6,7,7
1004,26,0,652,1,7,3,3,1,1417,3,1,100,4,1,2,1,0,3578,23577,0,0,1,12,3,4,80,0,8,2,3,7,7,0,7
1458,35,0,287,1,1,4,1,1,2052,3,0,62,1,1,7,4,1,2977,8952,1,0,1,12,3,4,80,1,4,5,3,4,3,1,1
1111,53,0,607,1,2,5,2,1,1572,3,0,78,2,3,1,4,1,10169,14618,0,0,1,16,3,2,80,1,34,4,3,33,7,1,9
1409,40,1,692,1,11,3,2,1,1985,4,0,73,3,2,2,3,1,6323,26849,1,0,1,11,3,1,80,1,10,2,4,10,9,9,4
222,37,1,663,1,11,3,3,1,306,2,1,47,3,3,4,4,2,12185,10056,1,0,0,14,3,3,80,3,10,1,3,10,8,0,7
162,28,0,440,1,21,3,5,1,221,3,1,42,3,1,7,4,1,2713,6672,1,0,1,11,3,3,80,1,5,2,1,5,2,0,2
485,27,0,798,1,6,4,5,1,655,1,0,66,2,1,7,3,2,2187,5013,0,0,1,12,3,3,80,2,6,5,2,5,3,0,3
1293,43,2,343,1,9,3,1,1,1813,1,1,52,3,1,7,3,0,2438,24978,4,0,1,13,3,3,80,0,7,2,2,3,2,1,2
1134,35,0,1349,1,7,2,1,1,1601,3,1,63,2,1,2,4,1,2690,7713,1,0,1,18,3,4,80,1,1,5,2,1,0,0,1
1291,37,0,370,1,10,4,5,1,1809,4,1,58,3,2,1,1,0,4213,4992,1,0,1,15,3,2,80,0,10,4,1,10,3,0,8
647,35,0,672,1,25,3,2,1,899,4,1,78,2,3,1,2,1,10903,9129,3,0,1,16,3,1,80,0,16,2,3,13,10,4,8
277,38,0,322,2,7,2,5,1,382,1,0,44,4,2,3,1,2,5605,19191,1,0,0,24,4,3,80,1,8,3,3,8,0,7,7
1334,27,1,1131,1,15,3,1,1,1870,4,0,77,2,1,7,1,1,4774,23844,0,0,1,19,3,4,80,1,8,2,2,7,6,7,3
1002,35,1,200,1,18,2,1,1,1412,3,1,60,3,3,1,4,0,9362,19944,2,0,1,11,3,3,80,0,10,2,3,2,2,2,2
172,36,1,1480,1,3,2,5,1,238,4,1,30,3,1,2,2,0,2088,15062,4,0,1,12,3,3,80,0,13,3,2,8,7,7,2
1148,39,0,1387,1,10,5,5,1,1618,2,1,76,3,2,1,1,1,5377,3835,2,0,1,13,3,4,80,3,10,3,3,7,7,7,7
1233,30,0,793,1,16,1,1,1,1729,2,1,33,3,1,7,4,1,2862,3811,1,0,1,12,3,2,80,1,10,2,2,10,0,0,8
1110,35,0,104,1,2,3,1,1,1569,1,0,69,3,1,2,1,2,2074,26619,1,0,0,12,3,4,80,1,1,2,3,1,0,0,0
324,30,0,1275,1,28,2,5,1,441,4,0,64,3,2,7,4,1,5775,11934,1,0,1,13,3,4,80,2,11,2,3,10,8,1,9
264,28,0,529,1,2,4,1,1,364,1,1,79,3,1,2,3,0,3485,14935,2,0,1,11,3,3,80,0,5,5,1,0,0,0,0
574,34,0,182,1,1,4,1,1,797,2,0,72,4,1,7,4,0,3280,13551,2,0,1,16,3,3,80,0,10,2,3,4,2,1,3
550,23,0,650,1,9,1,5,1,758,2,1,37,3,1,2,1,1,2500,4344,1,0,1,14,3,4,80,1,5,2,4,4,3,0,2
65,55,0,836,1,8,3,5,1,84,4,0,33,3,4,8,3,2,14756,19730,2,0,0,14,3,3,80,3,21,2,3,5,0,0,2
449,39,1,443,1,8,1,1,1,602,3,0,48,3,1,2,3,1,3755,17872,1,0,1,11,3,1,80,1,8,3,3,8,3,0,7
1219,29,0,1082,1,9,4,5,1,1709,4,0,43,3,1,2,3,1,2974,25412,9,0,1,17,3,3,80,1,9,2,3,5,3,1,2
900,36,1,469,1,3,3,2,1,1257,3,1,46,3,1,7,2,1,3692,9256,1,0,1,12,3,3,80,0,12,2,2,11,10,0,7
247,34,0,470,1,2,4,1,1,339,4,1,84,2,2,1,1,1,5957,23687,6,0,1,13,3,2,80,1,13,3,3,11,9,5,9
653,50,2,881,1,2,4,1,1,905,1,1,98,3,4,8,1,2,17924,4544,1,0,1,11,3,4,80,1,31,3,3,31,6,14,7
514,33,1,1076,1,3,3,1,1,702,1,1,70,3,1,7,1,0,3348,3164,1,0,0,11,3,1,80,0,10,3,3,10,8,9,7
1213,23,0,427,2,7,3,1,1,1702,3,1,99,3,1,6,4,2,2275,25103,1,0,0,21,4,2,80,1,3,2,3,3,2,0,2
205,29,0,121,2,27,3,4,1,283,2,0,35,3,3,3,4,1,7639,24525,1,0,1,22,4,4,80,3,10,3,2,10,4,1,9
1221,45,2,1238,1,1,1,1,1,1712,3,1,74,2,3,0,3,1,10748,3395,3,0,1,23,4,4,80,1,25,3,2,23,15,14,4
258,51,0,833,1,1,3,1,1,353,3,1,96,3,1,7,4,1,2723,23231,1,0,1,11,3,2,80,0,1,0,2,1,0,0,0
